,word1,word2,prediction
84,arrange,study,0.2591962109463954
85,arrangement,blizzard,0.47346324546077734
86,arrangement,room,0.5078708893079823
87,art,craft,0.33324537714193925
88,art,gem,0.5390028576675079
89,art,museum,0.8691441490239009
90,art,painting,0.7519833935597038
91,article,cup,0.3720106389192619
92,article,girl,0.20591966055721356
93,ash,bone,0.5927706636645953
94,ash,coil,0.48168442084146035
95,asphalt,crane,0.6019378779782876
96,asphalt,water,0.7888520851440393
97,assets,exclude,0.6914283517698363
98,association,organization,0.6161013518425906
99,association,realtor,0.46003279312128265
100,asylum,dollar,0.46702660710679234
101,asylum,shelter,0.03719895646919413
102,athletics,racing,0.5035067640947998
103,athletics,swimming,0.6883322680560855
104,attempt,give,0.5023223591416102
105,attempt,initiate,0.5425637528957468
106,attitude,notice,0.39959704232694127
107,attitude,study,0.39148069679468833
108,attorney,lawyer,0.5797807380352966
109,auto,bright,0.3066476356809079
110,automobile,fabric,0.1257268424150783
111,automobile,racing,0.4984341764189513
112,autumn,foliage,0.4759602178842794
113,autumn,hat,0.2962769707361048
114,autumn,sunshine,0.8377418305891609
115,autumn,winter,0.6534802778592544
116,award,citation,0.3945362692093868
117,baby,treat,0.3283353684591307
118,back,lumbar,0.3803775544018871
119,back,shifting,0.28509389615794206
120,bacon,bread,0.7656496268070138
121,bacon,pepper,0.703119770726057
122,bacon,salad,0.6362430341075199
123,bacon,tomato,0.6170728348364136
124,bacon,wild,0.4828603827125525
125,bag,cop,0.33709847081816835
126,bag,flag,0.17513386994095437
127,bakery,cake,0.7561728532320943
128,bakery,vehicle,0.28748925603614883
129,balance,gauge,0.39112945118454345
130,banana,salad,0.48199116047231383
131,band,guitar,0.5726411683072095
132,band,metal,0.40827076480822866
133,band,play,0.440129958645923
134,band,uniform,0.26508712121788347
135,band,vinyl,0.3555393772129549
136,bank,smell,0.3651871605116309
137,bankruptcy,enterprise,0.6505193475750162
138,bar,diner,0.7835187480312206
139,bar,ship,0.35548220863825
140,bar,stair,0.3794665792798164
141,bar,sushi,0.6462751597142786
142,barn,food,0.596255762084725
143,barrel,gallon,0.31897421624616573
144,base,club,0.5197740703984302
145,baseball,born,0.3425774033430753
146,baseball,cactus,0.42588660704461434
147,baseball,game,0.4385103108340729
148,baseball,hockey,0.36600415074330395
149,baseball,season,0.28642297192725136
150,basket,dinner,0.5683866596667249
151,basketball,lesson,0.5954138329713368
152,basketball,squash,0.22787830449389987
153,bat,bats,0.4792159205550762
154,bath,bedroom,0.6747963311026202
155,bath,floor,0.676053873547818
156,bath,hot,0.40594021080147286
157,bath,sleep,0.5448066011321526
158,bathroom,chamber,0.5219602823231289
159,bay,curve,0.3518217606555455
160,bay,harbour,0.8077924253315013
161,beach,cliff,0.6119239094864324
162,beach,pebble,0.5588652038228743
163,bead,chess,0.2504168512986291
164,bead,gold,0.6564933432747971
165,bead,redhead,0.39256312552564865
166,beam,column,0.5660623986466162
167,beard,hair,0.6550368504041484
168,beat,meter,0.0848241617183736
169,bed,candy,0.27373764284925794
170,bed,floor,0.6641115896777072
171,bed,furniture,0.7197094932993886
172,bed,layer,0.20351615140655951
173,bed,pillow,0.38675975641373295
174,bed,relax,0.5042855229304086
175,bed,sitting,0.4890769373312955
176,bed,staircase,0.5420779099593395
177,bedroom,canyon,0.1687195705248131
178,bedroom,ceiling,0.32951968035102724
179,bedroom,cell,0.44214333659083316
180,bedroom,construction,0.3963604267590147
181,bedroom,door,0.6540933927901129
182,bedroom,downtown,0.32412233325579737
183,bedroom,room,0.5944079783020542
184,bedroom,stair,0.48472044220366023
185,bedroom,staircase,0.48183771705240447
186,beef,chicken,0.7871634765038581
187,beef,lamb,0.6745007919128776
188,beef,pepper,0.5596738783375916
189,beef,potato,0.6621258793172196
190,beer,patio,0.468252214869726
191,beer,wild,0.3061944720344106
192,being,characters,0.24959594726457734
193,believe,week,0.26100780617485664
194,belly,black,0.23623608076795888
195,belly,dance,0.12022769483244997
196,belly,dark,0.27768517057416764
197,belly,field,0.2292907464332281
198,belly,stripe,0.32003857884778425
199,bench,game,0.4811363817217315
200,benefited,get,0.27638433631725956
201,bent,double,0.6511893182641693
202,bent,inclination,0.3976226013820121
203,berlin,germany,0.6283216742509048
204,berry,blossom,0.7308984820723058
205,berry,bright,0.5446039760476964
206,berry,dessert,0.6604456187012653
207,berry,ivy,0.6070260354295792
208,berry,raspberry,0.7103280302788413
209,berry,seed,0.3427136791252677
210,berry,sweet,0.716571893384326
211,bias,prejudice,0.10580341623986375
212,bible,misty,0.4546582897144114
213,bicycle,green,0.45979944322918964
214,bigger,large,0.3472893754539307
215,bike,chopper,0.3881205559284842
216,bikini,ivy,0.6346511019605978
217,bin,cup,0.3234529339647839
218,bird,cock,0.753112473283159
219,bird,dragonfly,0.9331078223223112
220,bird,flamingo,0.7816532785994954
221,bird,goose,0.7153322326616735
222,bird,insect,0.5456919598041334
223,bird,reptile,0.6870980477080788
224,bird,shade,0.5728865698388832
225,bird,solid,0.5638195797463068
226,bishop,priest,0.32849928846208876
227,bishop,radical,0.36876501460265054
228,bishop,wine,0.23067898901857514
229,bit,curb,0.4311380080273478
230,bit,tool,0.39487332895257626
231,bitter,taste,0.440781500265153
232,black,blue,0.7422909833623771
233,black,bright,0.6400077736783153
234,black,brown,0.47529761587826524
235,black,cigarette,0.4120294262418479
236,black,juvenile,0.4156188409538126
237,black,skirt,0.6154411569880376
238,black,white,0.7021477283735501
239,blast,smashing,0.5738385015980058
240,blaze,pig,0.332739481807511
241,blessing,patronage,0.5257087643956406
242,blizzard,rash,0.4834530070641389
243,block,hinder,0.620183441038842
244,blonde,haircut,0.6265300376406924
245,blonde,wig,0.46336617141188363
246,bloom,flower,0.8861655921937882
247,bloom,friend,0.7693809788499638
248,bloom,plant,0.8211425396700883
249,bloom,purple,0.6843277147019935
250,blossom,bud,0.5852697425579125
251,blossom,cherry,0.853053359568797
252,blossom,daisy,0.5007456492053888
253,blossom,foliage,0.6596907968057404
254,blossom,orange,0.9212647744004743
255,blossom,petal,0.7221244142693262
256,blossom,purple,0.5691430472890517
257,blow,contact,0.43845434124615945
258,blow,swat,0.3711306399105758
259,blowing,smoking,0.4240614005110202
260,blue,colour,0.7999675304531557
261,blue,happy,0.3713735939204476
262,blue,report,0.360085869907548
263,blue,shade,0.5392453261220695
264,blue,skirt,0.47512771808609316
265,blues,rhythm,0.6258686671051542
266,blur,focus,0.49895628090538297
267,blur,metro,0.5874008450817836
268,board,deal,0.4028037029743903
269,boardwalk,park,0.45630950483518196
270,boast,complain,0.45186800621715806
271,boat,negro,0.46549867426559777
272,boat,shore,0.830341420260373
273,bold,forward,0.2798051410187711
274,bold,leader,0.3234792538306506
275,bone,skull,0.4507596893662329
276,book,building,0.6680375150167356
277,book,smoking,0.49742594945319113
278,booklet,reference,0.42315132066067657
279,boot,kick,0.48611571847139773
280,boot,punch,0.28081185189351343
281,bootleg,produce,0.469664379878076
282,bootleg,whiskey,0.6234383567051971
283,born,construction,0.26625860750367747
284,born,mother,0.42320476424892856
285,born,subway,0.17315555080045691
286,bottle,wine,0.2632014426985184
287,bound,line,0.3262610510871739
288,bound,skirt,0.5928859298449347
289,bowling,wheel,0.170236534509632
290,boxer,stair,0.07117071394462585
291,boxing,hit,0.3291423807830793
292,boy,hand,0.37503283414862953
293,boy,live,0.4148320461122377
294,bracelet,jewelry,0.9468616789952481
295,bracelet,mountain,0.27764023629842377
296,brain,head,0.32317817442605357
297,brake,click,0.2312633103437594
298,branch,tea,0.13684144365032197
299,brass,executive,0.31081007409058015
300,brazil,nut,0.331373487588978
301,brazil,triple,0.8236309959673611
302,bread,bun,0.3237207495210167
303,bread,cooking,0.8087758642744126
304,bread,cover,0.17196136299494738
305,bread,dessert,0.7663942600073155
306,bread,egg,0.5982227033215683
307,bread,medicine,0.19347354360871336
308,break,glittering,0.5049240058445805
309,break,scattered,0.30289408024755377
310,breakfast,diner,0.7160015210372448
311,breakfast,evening,0.4821892607732803
312,breakfast,lunch,0.5028919987712723
313,breakfast,makeup,0.10757476778488229
314,breakfast,morning,0.38638342586189967
315,breakfast,people,0.23701569642514247
316,breakfast,relax,0.35873947015297714
317,brick,cement,0.6686786548859248
318,brick,construction,0.711956650707788
319,brick,skyscraper,0.45497886003919796
320,bride,photographer,0.4603927594513946
321,bright,dark,0.7100906795143036
322,bright,fruit,0.320291686305046
323,bright,mist,0.6785776263817672
324,bright,raspberry,0.3749038759624863
325,bright,shade,0.5233748038480515
326,bright,sky,0.7584515391958222
327,bring,presenting,-0.01336995070878183
328,bring,return,0.3613957474709303
329,broadcast,packet,0.2847275959290877
330,bronze,sculpture,0.3884698031273426
331,bronze,suspicion,0.4486667429985638
332,brown,green,0.801796991924895
333,brown,hawk,0.5579076548140492
334,brown,purple,0.5640641640768377
335,brown,white,0.4584794872093745
336,brussels,sweden,0.49321361262440694
337,bucket,water,0.45404951239093033
338,bud,flower,0.7865254098546816
339,bud,ivy,0.5721211676027083
340,budget,fund,0.39091831009060585
341,budget,scale,0.2525239240661237
342,bug,insect,0.5529679080824644
343,building,cafe,0.4842776369299244
344,building,construction,0.7328654404146953
345,building,downtown,0.5596548326284889
346,building,floor,0.6327275762531517
347,building,ministry,0.4958127932189461
348,building,tall,0.5795284445597937
349,building,zombie,0.5619231746801334
350,burger,cooking,1.0086274084919034
351,burger,dessert,0.7917684660202803
352,burger,salad,0.8236110864434395
353,burger,soup,0.839196564292457
354,burn,fire,0.43146936976887207
355,burn,ripple,0.3394607749437276
356,bus,rail,1.139633996278811
357,business,railway,0.3889976240185462
358,butter,stick,0.07033329445087039
359,butterfly,caterpillar,0.25984494480619713
360,butterfly,dragonfly,0.6946086583512554
361,butterfly,glittering,0.36693976852294485
362,button,sticker,0.08924683918967817
363,cafe,child,0.35428430888247364
364,cafe,coffee,0.4266586405608429
365,cafe,dinner,0.7893895673220523
366,cafe,donut,0.26440902809087474
367,cafe,lunch,0.6287627581401913
368,cafe,pub,0.6432779164684186
369,cafe,reflection,0.39456621050964397
370,cafe,relax,0.2741811355281683
371,cafe,shop,0.5529709512731772
372,cafe,spiral,0.19550257083685638
373,cake,christmas,0.11198127236739797
374,call,meeting,0.3962759431433839
375,call,statement,0.530478227282221
376,call,telephone,0.5431960621357115
377,camel,desert,0.5434093948289231
378,camp,camp,0.46518081177586273
379,campaign,conspiracy,0.21123528708037526
380,can,sketch,0.40498151232873925
381,candidate,republic,0.5713668579612905
382,canine,dog,0.7035219021442436
383,canyon,landscape,0.5130535737763557
384,canyon,river,0.7888882973117685
385,car,insurance,0.43440022585252114
386,car,pig,0.4145095312393142
387,car,skull,0.29599837852894323
388,card,playing,0.9217386073614315
389,card,see,0.4491185406918525
390,carrier,carrier,0.6893734113023873
391,carrier,traveler,0.41407270685195013
392,carrier,vehicle,0.3026046778501964
393,carrot,memorial,0.33954470171214146
394,carrot,salad,0.7691018757043829
395,cart,wagon,0.20428081738704051
396,cartoon,wit,0.5342770654865467
397,case,clients,0.6592660707074557
398,cast,cast,0.48026626920407894
399,cast,shoot,0.5752565061379693
400,castle,patio,0.5959496067384829
401,castle,ruin,0.6438299814177852
402,cat,garden,0.5877911474073435
403,catch,catching,0.8838430581891267
404,catch,hooks,0.442999601190995
405,catching,perceive,0.7022937352035198
406,catching,playing,0.4079364655767048
407,category,flavor,0.28726336668688535
408,catering,loan,0.46078283750073157
409,caterpillar,paint,0.3077595009207821
410,cathedral,step,0.5362006763941143
411,cattle,goat,0.6246146457663401
412,cattle,web,0.40076750494956137
413,cautious,film,0.28577329956282427
414,ceiling,marble,0.6558521060553419
415,ceiling,mug,0.6315728939637397
416,ceiling,room,0.6234541025325028
417,ceiling,staircase,0.6418064475407323
418,ceiling,wall,0.7188884918583504
419,cell,membrane,0.21998096463664085
420,cemetery,grave,0.2469427772728086
421,cemetery,memorial,0.4280791087582958
422,center,center,0.24858763339135742
423,center,refer,0.3003060827090496
424,century,period,0.5243666623652316
425,century,temperature,0.6244536818631212
426,ceramic,floor,0.49643743569439513
427,chance,fortune,0.5989273998218783
428,chance,opportunity,0.5496695435709403
429,chance,ring,0.4074591987302677
430,change,laundering,0.26546275572159517
431,change,transforming,0.4035905458186641
432,change,yielding,0.4700804331829279
433,channel,sound,0.7391672539046016
434,chaos,death,0.644235913117785
435,chapel,porch,0.4169833107750416
436,chapel,ruin,0.4310722695655286
437,charcoal,fuel,0.3266437325891925
438,charge,damage,0.4685809976516385
439,charge,sentence,0.33814782034604984
440,checked,checked,0.5731532958501747
441,cheer,musician,0.5298949244561828
442,cheese,food,0.620084578251751
443,cheetah,flame,0.743245503766048
444,chemical,intermediate,0.48217387661182687
445,chemistry,patient,0.2711990181593297
446,cherry,fruit,0.5026969146179446
447,cherry,grape,0.5490740992780963
448,cherry,lamb,0.4479227111088493
449,cherry,meat,0.418831539555498
450,cherry,orange,0.5599976009727945
451,cherry,raspberry,0.4122348609000137
452,chess,family,0.3236472225456103
453,chess,toy,0.16803316705871177
454,chicken,lamb,0.5680956119111858
455,chicken,poultry,0.6087657159903259
456,chief,guru,0.3108471893929148
457,child,lad,0.45939847042624393
458,child,street,0.3475660321062778
459,chile,plate,0.4162179354807001
460,chocolate,rock,0.24493563810928212
461,choice,option,0.6460862375678709
462,chopper,poppy,0.6462391315178511
463,chord,play,0.4079718899741562
464,christmas,valentine,0.34836416918819657
465,church,porch,0.3777726037887774
466,church,temple,0.48872358984173203
467,circle,oval,0.3526177064424221
468,circle,sport,0.6732819656258324
469,city,round,0.4006984009531342
470,city,ruin,0.6415185797149129
471,city,sidewalk,0.5500435056665594
472,city,square,0.6687726968848802
473,city,urban,0.6690657492620653
474,class,sex,0.37955446773251345
475,cliff,coast,0.263486113454241
476,cliff,harbour,0.5936254130144392
477,cliff,waterfall,0.5070590417768356
478,clinic,session,0.300037589985824
479,clock,timer,0.6172097692615619
480,close,short,0.5268577019056416
481,closed,closed,0.3427990846757423
482,closed,state,0.2526049311801331
483,closed,up,0.3373749080704007
484,closing,closing,0.751412317833382
485,closing,finale,0.38943701092317984
486,clothes,short,0.7622824057613214
487,cloud,energy,0.421514398525596
488,club,hockey,0.43256224528136933
489,club,shirt,0.20228913994306513
490,clubhouse,pop,0.372044027224559
491,clue,parish,0.18451412904370637
492,coast,scenery,0.6199219347461031
493,coast,sunk,0.4206525788617184
494,coast,zebra,0.23192691803620036
495,coat,resurfacing,0.2718152698880666
496,coat,roof,0.18073380596623054
497,cock,penis,0.1814674760072217
498,cocktail,garage,0.2118495805789719
499,cocktail,restaurant,0.6715511252741938
500,coffee,meeting,0.27677836586948484
501,coffee,tea,0.5348924377208387
502,coin,gold,0.7002265488840493
503,coin,silver,0.6514480482409464
504,coin,ticket,0.6123159142315784
505,cold,mist,0.68446696504153
506,cold,rain,0.6580285154507937
507,cold,silver,0.3692019219672662
508,cold,sunny,0.4574066463538035
509,cold,sunshine,0.6437911817538631
510,cold,water,0.3910202764654415
511,cold,weather,0.7468161039936717
512,cold,winter,0.5062474965058241
513,coldness,cool,0.7878734451621204
514,collage,exhibition,0.6733139587576206
515,collage,paint,0.7275850688619309
516,collage,sculpture,0.6312587065837032
517,collage,stream,0.4151408488604757
518,collapse,shock,0.30095410906957176
519,collar,tiger,0.5367576914027605
520,collect,collect,0.47883104655429887
521,collect,scrape,0.5569746380039435
522,collection,library,0.5818160292027634
523,collection,packet,0.19545677988254967
524,color,quality,0.5131366863791869
525,color,wash,0.5047865494810262
526,colorful,outfit,0.491288602478639
527,colorful,shot,0.6719039546042469
528,colorful,toy,0.20073181360529072
529,colorful,wood,0.6901923238788472
530,colors,emblem,0.706665879037727
531,colour,grey,0.6780639836766089
532,colour,shade,0.7366633836926181
533,comfort,relief,0.38174597955881495
534,comment,mention,0.2474697629881716
535,commercial,manufacture,0.47051127551565297
536,commitment,guarantee,0.7460748316113738
537,communication,theater,0.4729330491739215
538,compact,short,0.32808285396862436
539,company,distributor,0.8228297555344329
540,compartment,stalls,0.46742914454469675
541,compatible,software,0.33113088224897297
542,competes,race,0.591554894563421
543,compound,enhance,0.28811636569546195
544,compound,whole,0.48067485940507576
545,computer,lab,0.3890582507797189
546,computer,number,0.31554978826577806
547,computer,platform,0.3479338477160153
548,computer,railway,0.42441036459987075
549,concentration,focus,0.41763860884089976
550,concert,jazz,0.6727413779815269
551,concert,sing,0.6154863089328989
552,concerts,settle,0.5574005664047452
553,conclusion,judgment,0.8633163528687416
554,conclusion,situation,0.6997820709951756
555,concoct,request,0.4009794061681699
556,concrete,interior,0.6106459205540311
557,concrete,pin,0.5622854595086979
558,cone,palm,0.5012724677256961
559,congress,sex,0.46074301721963223
560,connection,keyboard,0.77794314319467
561,consequences,position,0.5765615496513347
562,consistency,phase,0.25422363655979857
563,construction,downtown,0.4254855405713014
564,construction,interior,0.35718698122708625
565,contact,print,0.6249719193825125
566,control,driving,0.3824540530639067
567,cooking,dessert,0.5960190192889581
568,cooking,eat,0.8059509923410924
569,cooking,food,0.7316315896004875
570,cooking,frozen,0.644180873753962
571,cooking,salad,0.5140350489234942
572,cool,cool,0.7303237398520321
573,cool,jazz,0.5268242455230038
574,cool,state,0.2741229106476343
575,cop,dirty,0.2451846131212363
576,cop,music,0.6514508391359235
577,cop,ruin,0.3564447868775671
578,cord,eclipse,0.08672216676151931
579,corn,pepper,0.6233617073609091
580,cost,price,0.5370954334841236
581,costume,halloween,0.3606531654254148
582,costume,radiation,0.3506143470419806
583,cottage,patio,0.42085062595115724
584,council,minister,0.58302060079652
585,count,investigation,0.2460866348710024
586,count,number,0.36611528424413564
587,counter,furniture,0.3481593421799687
588,counter,negative,0.5055150611947057
589,couple,family,0.27027455407804996
590,couple,makeup,0.26107780372340117
591,couple,race,0.28043945456594654
592,cousin,relation,0.5026906972239749
593,cover,feather,0.4969016600703566
594,cover,sleeve,0.13526966814513874
595,covering,skin,0.6776719021083151
596,cowboys,ranch,0.4889309945501194
597,crack,cracking,0.7953210282499441
598,cracking,noise,0.8885272778868334
599,cracking,sound,0.7343117877592361
600,craft,game,0.4853616977439588
601,crane,stair,0.49877465000490095
602,crash,swing,0.38922462475235375
603,creation,stitch,0.32346439434765106
604,credit,flap,0.3015227070917904
605,credit,foundation,0.6712457319656051
606,crew,unit,0.7263920499565348
607,critic,reviewers,0.6245021480587065
608,crochet,family,0.2174471826507307
609,crochet,jewelry,1.0897548507980874
610,crochet,knitting,0.6326402592702863
611,cross,mug,0.24331924440103225
612,cross,post,0.28472533863332705
613,cross,pub,0.16871231839630418
614,cross,shopping,0.43191125852365053
615,crush,push,0.3971186437311532
616,crush,split,0.6067386580938219
617,crystal,spiral,0.3425571481791982
618,cube,dice,0.21700489771625345
619,cup,handbag,0.3266057623973892
620,curb,smother,0.606149674613812
621,curb,train,0.5667834357878876
622,current,flow,0.5248507559216771
623,cut,gore,0.4198408940692274
624,cute,fashion,0.37188873779441095
625,cute,friend,0.45859149868884547
626,cute,fun,0.32121112179593503
627,cute,haircut,0.7213262909366394
628,cylinder,pen,0.21971890979288214
629,daisy,foliage,0.6459802956541562
630,daisy,grass,0.6071740238989354
631,daisy,petal,0.6986095060366488
632,dance,hotel,0.30196413220727675
633,dandelion,foliage,0.3964996752039751
634,dandelion,grass,0.5279415957056668
635,dandelion,petal,0.22857312531212315
636,danger,status,0.33927988905840784
637,dark,flamingo,0.8418192153525416
638,dark,pod,0.28624002554252664
639,dark,white,0.4433374957946199
640,dashboard,protection,0.28950560268504616
641,daughter,graphic,0.1904991484759648
642,daughter,pub,0.3285889801203312
643,dawn,day,0.6000233358688324
644,day,glide,0.7261220922519181
645,day,horse,0.3298537631822107
646,day,independence,0.4995309473562581
647,day,night,0.5501103176521637
648,day,sunny,0.5972449501071158
649,day,sunset,0.7000514674846219
650,day,weather,0.5527052088743657
651,dead,sidewalk,0.41986505192173595
652,deaf,people,0.49324488150345736
653,death,funeral,0.635793405013716
654,decision,option,0.49988591526261866
655,decoration,tulip,0.4632497353010698
656,defeat,ending,0.6515818472465215
657,defeated,people,0.15528288244669358
658,degree,quantity,0.38325216737638534
659,demand,supply,0.4232973097087907
660,demolition,interior,0.35664510106797925
661,demolition,skyscraper,0.46694176767288365
662,demolition,tall,0.487828019371346
663,desert,mountain,0.5804908941493421
664,deserve,merit,0.4558246761058327
665,deserve,want,0.6144466182784174
666,design,graphic,0.5333023749076276
667,design,orange,0.6660010907640789
668,designation,recognition,0.38785579088451216
669,designs,intend,0.4957274068325668
670,dessert,head,0.15535566757068867
671,dessert,salad,0.5700674538820197
672,determination,selection,0.46029480080090823
673,development,twist,0.3730332054426244
674,diamond,parade,0.3492958356400477
675,diamond,short,0.27931349025302327
676,diamond,stencil,0.1979154027270016
677,difficulty,problem,0.6523330277716258
678,digit,toe,0.5020150053937056
679,dilute,market,0.5170308307198627
680,dinner,sitting,0.3300459231530755
681,dinner,sleep,0.35361219251451304
682,direction,direction,0.4004598222567225
683,direction,traveling,0.30399934888237545
684,dirt,racing,0.8347418408424583
685,dirt,road,0.6848933987837339
686,dirt,sand,0.6587235592507754
687,dirty,dude,0.40802131482719584
688,dirty,rabbit,0.2989795325889667
689,dirty,washing,0.35549794900572607
690,discharge,spread,0.4091353324669743
691,discipline,discipline,0.5018450494237933
692,disk,dot,0.447071172756046
693,display,stick,0.36786607924187864
694,dissipate,isolate,0.7494391831906178
695,distinction,sword,0.3823003645023487
696,distinguish,medal,0.2100681021246505
697,distinguish,sex,0.24996296596148093
698,disturbance,upset,0.9351066790953013
699,diversion,skiing,0.6329400655582162
700,dock,herb,0.5291689372978974
701,dog,husky,0.6733248587606504
702,dog,secretary,0.5499131204739702
703,doll,new,0.1642979474716515
704,dome,interior,0.4686595020907362
705,dome,uniform,0.41559403018587476
706,donut,panda,0.3229056927965783
707,door,interior,0.19692947116395632
708,door,porch,0.37414475527163255
709,door,room,0.6869256143387812
710,downtown,field,0.5474865904995505
711,downtown,hockey,0.5371836761921012
712,downtown,ruin,0.6718413157208183
713,downtown,shopping,0.7037069399204957
714,downtown,subway,0.7475698126641885
715,drag,drawing,0.549920632815162
716,dragon,drop,0.27552505442750047
717,dragonfly,frog,0.4408039678326342
718,dragonfly,insect,0.4497777290466799
719,draw,draw,0.6008876854397147
720,draw,entertainer,0.5258283898703543
721,dress,match,0.527932473578185
722,dress,neckline,0.5317837845564932
723,dress,outfit,0.5705112041661589
724,dressing,patch,0.30682272703900565
725,drill,implement,0.3669871180790675
726,drink,turn,0.3502150453627394
727,dripping,hot,0.6864531798915158
728,dripping,round,0.4841196584767871
729,dripping,wet,0.46257160406409426
730,drive,drive,0.5884366475959731
731,drive,operate,0.29289129886360654
732,drop,drop,0.6517488362001538
733,drop,measure,0.2538877984416767
734,drop,sink,0.15867045681691888
735,dropping,dropping,0.764967490068317
736,drought,time,0.9028076661432004
737,drug,reflection,0.317927623338329
738,drug,sing,0.4690895554749125
739,drug,wolf,0.1679346126629512
740,dude,fun,0.4987099838350467
741,dude,hanging,0.15827466274309496
742,dude,sitting,0.33551884872225557
743,dude,smile,0.42480375762475997
744,dusk,hummingbird,0.4482638264135511
745,dusk,misty,0.7518642426138181
746,dye,kiss,0.4361464908181977
747,eagle,feather,0.6864575601418601
748,ear,organ,0.645108360878015
749,earn,make,0.39563775935392353
750,ease,relaxation,0.5312911084082093
751,ease,rest,0.3530497115710797
752,east,israel,0.4946986756866877
753,easter,preference,0.687761475481685
754,eat,rabbit,0.48163923660018765
755,eat,soup,0.6116987424773481
756,eat,truck,0.3886532726591271
757,educated,learned,0.43979739089012426
758,effects,effects,0.45099779736355383
759,egg,lego,-0.063754796852042
760,egg,nest,0.4600517386967823
761,egg,white,0.20799920114222198
762,eight,movement,0.27456178660992464
763,element,mixture,0.4734219293070203
764,element,situation,0.4025196372610623
765,elephant,giraffe,0.46419262064715594
766,emission,gum,0.40311102811608024
767,endeavor,worst,0.3466228791011572
768,enemy,strike,0.4693551906879809
769,enforcing,execute,0.6306317147509755
770,engine,gasoline,0.6844668053199808
771,engineering,technology,0.5327028021896311
772,english,french,0.22437319308809198
773,enhanced,increased,0.3533665915171639
774,enjoy,suffering,0.2018977582428035
775,enterprise,industry,0.7170945328400926
776,entrance,registration,0.3358425825712057
777,equipment,seat,0.6436238317854099
778,escalator,railway,0.5584831907423986
779,escalator,redhead,0.5270769173443447
780,establishment,establishment,0.6130940343810809
781,evaluate,forecast,0.3814502935217301
782,evening,fun,0.4061749366615388
783,evening,night,0.5394547989915766
784,evening,time,0.3224655357326591
785,event,influence,0.44888533826089705
786,evidence,format,0.4016853732783937
787,evidence,record,0.4912417935787713
788,evil,worst,0.2980338767107545
789,evolution,publicity,0.49445655622790075
790,examination,quiz,0.23853403782174692
791,executive,organization,0.7107484367161938
792,exhibit,parade,0.5052401339317458
